Horario,Tentativas,Status,Ultima_String,Ultimo_Hash
Thu Jan  1 19:05:33 2026,4001500000,EM_ANDAMENTO,eFHuK0IaJh,1907b32a
Thu Jan  1 19:05:34 2026,4002000000,EM_ANDAMENTO,h2WgSBVf0,081a57f3
Thu Jan  1 19:05:36 2026,4002500000,EM_ANDAMENTO,R21zkhd3E4,ba63a898
Thu Jan  1 19:05:38 2026,4003000000,EM_ANDAMENTO,5SfE5Z1,c80ec3ce
Thu Jan  1 19:05:39 2026,4003500000,EM_ANDAMENTO,aTA,1fe82c5f
Thu Jan  1 19:05:41 2026,4004000000,EM_ANDAMENTO,j,60e284f4
Thu Jan  1 19:05:43 2026,4004500000,EM_ANDAMENTO,Q5B5,644f5b45
Thu Jan  1 19:05:45 2026,4005000000,EM_ANDAMENTO,Q6dQ3C,fb80bf3a
Thu Jan  1 19:05:47 2026,4005500000,EM_ANDAMENTO,VXFORdK,320d29b1
Thu Jan  1 19:05:48 2026,4006000000,EM_ANDAMENTO,YZSShKGO6w,40d5771d
Thu Jan  1 19:05:50 2026,4006500000,EM_ANDAMENTO,5A6CZni8Is,a534463d
Thu Jan  1 19:05:52 2026,4007000000,EM_ANDAMENTO,pVKsddcR,4096f0a0
Thu Jan  1 19:05:53 2026,4007500000,EM_ANDAMENTO,e35zn,3a58d68f
Thu Jan  1 19:05:55 2026,4008000000,EM_ANDAMENTO,J2VMTmA56H1,146dfe05
Thu Jan  1 19:05:57 2026,4008500000,EM_ANDAMENTO,uLDwMYiUFtH,04372efc
Thu Jan  1 19:05:59 2026,4009000000,EM_ANDAMENTO,ZAX6Ne4upIv,461021de
Thu Jan  1 19:06:00 2026,4009500000,EM_ANDAMENTO,Wk2J3cm,afdb4c47
Thu Jan  1 19:06:02 2026,4010000000,EM_ANDAMENTO,9T9lCf,612f6bca
Thu Jan  1 19:06:04 2026,4010500000,EM_ANDAMENTO,z,bb66897e
Thu Jan  1 19:06:06 2026,4011000000,EM_ANDAMENTO,BAOJRDmuG,63bbc57e
Thu Jan  1 19:06:07 2026,4011500000,EM_ANDAMENTO,pV7B0hdmJiYX,7b9bf9bf
Thu Jan  1 19:06:09 2026,4012000000,EM_ANDAMENTO,nH,ed8735b4
Thu Jan  1 19:06:11 2026,4012500000,EM_ANDAMENTO,Y772mqo4Kh,94821bb7
Thu Jan  1 19:06:13 2026,4013000000,EM_ANDAMENTO,n6uPsi2dk4i,9fad2010
Thu Jan  1 19:06:14 2026,4013500000,EM_ANDAMENTO,T8aeeWQb,be4c4cc2
Thu Jan  1 19:06:16 2026,4014000000,EM_ANDAMENTO,aSo,3ddaf249
Thu Jan  1 19:06:18 2026,4014500000,EM_ANDAMENTO,2wycX,35d5c813
Thu Jan  1 19:06:19 2026,4015000000,EM_ANDAMENTO,Kw,646aac23
Thu Jan  1 19:06:21 2026,4015500000,EM_ANDAMENTO,v65D7,56aab512
Thu Jan  1 19:06:23 2026,4016000000,EM_ANDAMENTO,1xd2yy,e210a0ee
Thu Jan  1 19:06:25 2026,4016500000,EM_ANDAMENTO,pF,3e60d2d5
Thu Jan  1 19:06:26 2026,4017000000,EM_ANDAMENTO,6b,94826f30
Thu Jan  1 19:06:28 2026,4017500000,EM_ANDAMENTO,K5S,56c14131
Thu Jan  1 19:06:30 2026,4018000000,EM_ANDAMENTO,ws6k1m,99f42888
Thu Jan  1 19:06:31 2026,4018500000,EM_ANDAMENTO,gSnL4vKIM,c62a0d16
Thu Jan  1 19:06:33 2026,4019000000,EM_ANDAMENTO,ndNZNQx79crD,c901214c
Thu Jan  1 19:06:35 2026,4019500000,EM_ANDAMENTO,Zo6X3t3t,7a71257f
Thu Jan  1 19:06:37 2026,4020000000,EM_ANDAMENTO,lgf,792458da
Thu Jan  1 19:06:38 2026,4020500000,EM_ANDAMENTO,42,604ed977
Thu Jan  1 19:06:40 2026,4021000000,EM_ANDAMENTO,JrMihPT,8f185c7c
Thu Jan  1 19:06:42 2026,4021500000,EM_ANDAMENTO,WOasPpv,78d1c8ff
Thu Jan  1 19:06:44 2026,4022000000,EM_ANDAMENTO,ji7Xl1k3S,67bf994b
Thu Jan  1 19:06:45 2026,4022500000,EM_ANDAMENTO,Z1DlnvVv4,dc5484a8
Thu Jan  1 19:06:47 2026,4023000000,EM_ANDAMENTO,5T9AgZU,2c943a9b
Thu Jan  1 19:06:49 2026,4023500000,EM_ANDAMENTO,GuOpHWU,7de032cd
Thu Jan  1 19:06:50 2026,4024000000,EM_ANDAMENTO,MjDM2F,b4ea6228
Thu Jan  1 19:06:52 2026,4024500000,EM_ANDAMENTO,QLgAS,1f592284
Thu Jan  1 19:06:54 2026,4025000000,EM_ANDAMENTO,7o3f6Vb8e,a94b9f80
Thu Jan  1 19:06:56 2026,4025500000,EM_ANDAMENTO,yvJo,3a1d96be
Thu Jan  1 19:06:57 2026,4026000000,EM_ANDAMENTO,s0,9bb649c9
Thu Jan  1 19:06:59 2026,4026500000,EM_ANDAMENTO,kSfgvhXh9094,903dc9f5
Thu Jan  1 19:07:01 2026,4027000000,EM_ANDAMENTO,FTf,d4351154
Thu Jan  1 19:07:03 2026,4027500000,EM_ANDAMENTO,Nyl,131bde6d
Thu Jan  1 19:07:04 2026,4028000000,EM_ANDAMENTO,fIzfViig,10e6c09a
Thu Jan  1 19:07:06 2026,4028500000,EM_ANDAMENTO,f3irPssg,cbd3bced
Thu Jan  1 19:07:08 2026,4029000000,EM_ANDAMENTO,O,4ac61591
Thu Jan  1 19:07:10 2026,4029500000,EM_ANDAMENTO,fVnfd9L24,e82bac2c
Thu Jan  1 19:07:11 2026,4030000000,EM_ANDAMENTO,IFJiQuJL7,ade70085
Thu Jan  1 19:07:13 2026,4030500000,EM_ANDAMENTO,GgP,60faf097
Thu Jan  1 19:07:15 2026,4031000000,EM_ANDAMENTO,EMh7,1d74ad70
Thu Jan  1 19:07:16 2026,4031500000,EM_ANDAMENTO,kRn9LmhkNz,77e59d53
Thu Jan  1 19:07:18 2026,4032000000,EM_ANDAMENTO,Z5CsUkOxE,073cff92
Thu Jan  1 19:07:20 2026,4032500000,EM_ANDAMENTO,aDsp94ug,0272cd91
Thu Jan  1 19:07:22 2026,4033000000,EM_ANDAMENTO,8HtJWrboe,4c43a70f
Thu Jan  1 19:07:23 2026,4033500000,EM_ANDAMENTO,5,b485d77f
Thu Jan  1 19:07:25 2026,4034000000,EM_ANDAMENTO,i3STlHzjpOq,90a7f958
Thu Jan  1 19:07:27 2026,4034500000,EM_ANDAMENTO,MA3nbq,91e8ee76
Thu Jan  1 19:07:29 2026,4035000000,EM_ANDAMENTO,lIm6sIi,702b9e56
Thu Jan  1 19:07:30 2026,4035500000,EM_ANDAMENTO,NrSdddILSV,23cb603f
Thu Jan  1 19:07:32 2026,4036000000,EM_ANDAMENTO,pbME,7ca48432
Thu Jan  1 19:07:34 2026,4036500000,EM_ANDAMENTO,CufDYrG,dc760467
Thu Jan  1 19:07:36 2026,4037000000,EM_ANDAMENTO,ix,75f5d565
Thu Jan  1 19:07:37 2026,4037500000,EM_ANDAMENTO,MfHkWxw,4a45556e
Thu Jan  1 19:07:39 2026,4038000000,EM_ANDAMENTO,c0ZyGEjPh,5d26c803
Thu Jan  1 19:07:41 2026,4038500000,EM_ANDAMENTO,UiOufDhi,3303a9bd
Thu Jan  1 19:07:42 2026,4039000000,EM_ANDAMENTO,MNu7snb,da0c49b4
Thu Jan  1 19:07:44 2026,4039500000,EM_ANDAMENTO,dtw2,5893492f
Thu Jan  1 19:07:46 2026,4040000000,EM_ANDAMENTO,BE2RSMC,e80493b4
Thu Jan  1 19:07:48 2026,4040500000,EM_ANDAMENTO,PZWY1Mzp9ZK,3a487ab2
Thu Jan  1 19:07:49 2026,4041000000,EM_ANDAMENTO,BnEM,44baaa77
Thu Jan  1 19:07:51 2026,4041500000,EM_ANDAMENTO,s5vAYuZyJ,06ecda0b
Thu Jan  1 19:07:53 2026,4042000000,EM_ANDAMENTO,xpP,2d0cbb09
Thu Jan  1 19:07:54 2026,4042500000,EM_ANDAMENTO,wEDbT92WKnN,529c45a4
Thu Jan  1 19:07:56 2026,4043000000,EM_ANDAMENTO,KIeMkBq,21e05d9f
Thu Jan  1 19:07:58 2026,4043500000,EM_ANDAMENTO,koZ,c8811331
Thu Jan  1 19:08:00 2026,4044000000,EM_ANDAMENTO,aA433KlR6R,1500e9db
Thu Jan  1 19:08:01 2026,4044500000,EM_ANDAMENTO,KggUr,80bdd5c0
Thu Jan  1 19:08:03 2026,4045000000,EM_ANDAMENTO,v0P4,3e89ed4b
Thu Jan  1 19:08:05 2026,4045500000,EM_ANDAMENTO,Ye2LIh,716f61ef
Thu Jan  1 19:08:07 2026,4046000000,EM_ANDAMENTO,Mhpby,85db92dd
Thu Jan  1 19:08:08 2026,4046500000,EM_ANDAMENTO,tqN,da981ccc
Thu Jan  1 19:08:10 2026,4047000000,EM_ANDAMENTO,pGYdXKm206,52b069fb
Thu Jan  1 19:08:12 2026,4047500000,EM_ANDAMENTO,qIm,8cb09881
Thu Jan  1 19:08:14 2026,4048000000,EM_ANDAMENTO,GXQD,f4c8ab05
Thu Jan  1 19:08:15 2026,4048500000,EM_ANDAMENTO,p,f884289b
Thu Jan  1 19:08:17 2026,4049000000,EM_ANDAMENTO,JZAq,de934744
Thu Jan  1 19:08:19 2026,4049500000,EM_ANDAMENTO,pFv,3703cd5d
Thu Jan  1 19:08:21 2026,4050000000,EM_ANDAMENTO,q5FBQo,c25b6be6
Thu Jan  1 19:08:23 2026,4050500000,EM_ANDAMENTO,B5pbnidnk,61258225
Thu Jan  1 19:08:25 2026,4051000000,EM_ANDAMENTO,1U,c2a0926e
Thu Jan  1 19:08:26 2026,4051500000,EM_ANDAMENTO,7jyCXjl50t,28348802
Thu Jan  1 19:08:28 2026,4052000000,EM_ANDAMENTO,VkA,9535e9e2
Thu Jan  1 19:08:30 2026,4052500000,EM_ANDAMENTO,R9Kn,cdbe75f9
Thu Jan  1 19:08:31 2026,4053000000,EM_ANDAMENTO,sJ4taFd,510c10d5
Thu Jan  1 19:08:33 2026,4053500000,EM_ANDAMENTO,91TrVa6rG,3eacb9b5
Thu Jan  1 19:08:35 2026,4054000000,EM_ANDAMENTO,t,ef012cb5
Thu Jan  1 19:08:37 2026,4054500000,EM_ANDAMENTO,47,de63bf81
Thu Jan  1 19:08:38 2026,4055000000,EM_ANDAMENTO,c78UfcluG,fd753583
Thu Jan  1 19:08:40 2026,4055500000,EM_ANDAMENTO,IF,0d0e317e
Thu Jan  1 19:08:42 2026,4056000000,EM_ANDAMENTO,wDfP,6ac43e3d
Thu Jan  1 19:08:44 2026,4056500000,EM_ANDAMENTO,ebTFSRdKbe84,f349c36d
Thu Jan  1 19:08:45 2026,4057000000,EM_ANDAMENTO,0DYT8,591bfa0d
Thu Jan  1 19:08:47 2026,4057500000,EM_ANDAMENTO,CWkjGNa7Ii,781087a5
Thu Jan  1 19:08:49 2026,4058000000,EM_ANDAMENTO,n,68f8ea7d
Thu Jan  1 19:08:51 2026,4058500000,EM_ANDAMENTO,KD88xoSSCp,4ce546fe
Thu Jan  1 19:08:52 2026,4059000000,EM_ANDAMENTO,KdTtW8,d00f131a
Thu Jan  1 19:08:54 2026,4059500000,EM_ANDAMENTO,pse,91b5fd16
Thu Jan  1 19:08:56 2026,4060000000,EM_ANDAMENTO,2qFSk1lDJ3v,58b6fd8e
Thu Jan  1 19:08:57 2026,4060500000,EM_ANDAMENTO,DLuOXAwPGiY,0c544e3e
Thu Jan  1 19:08:59 2026,4061000000,EM_ANDAMENTO,m,c5c95598
Thu Jan  1 19:09:01 2026,4061500000,EM_ANDAMENTO,4,f7275a1e
Thu Jan  1 19:09:03 2026,4062000000,EM_ANDAMENTO,pMM8Ns2o0,9e446973
Thu Jan  1 19:09:04 2026,4062500000,EM_ANDAMENTO,T9CzMW3,761e814c
Thu Jan  1 19:09:06 2026,4063000000,EM_ANDAMENTO,uT,a9fb090f
Thu Jan  1 19:09:08 2026,4063500000,EM_ANDAMENTO,mzETP8B,a7432af0
Thu Jan  1 19:09:10 2026,4064000000,EM_ANDAMENTO,BJ,d85fb2bf
Thu Jan  1 19:09:11 2026,4064500000,EM_ANDAMENTO,waHGeUFd,e6b7ca7d
Thu Jan  1 19:09:13 2026,4065000000,EM_ANDAMENTO,jpuRHP,9926b101
Thu Jan  1 19:09:15 2026,4065500000,EM_ANDAMENTO,z4PHO7t,133932a9
Thu Jan  1 19:09:16 2026,4066000000,EM_ANDAMENTO,4xfal81,d61b182c
Thu Jan  1 19:09:18 2026,4066500000,EM_ANDAMENTO,WW9zL67AUaoM,8b4902e4
Thu Jan  1 19:09:20 2026,4067000000,EM_ANDAMENTO,x9H0LfzGG16y,cd32f2fe
Thu Jan  1 19:09:22 2026,4067500000,EM_ANDAMENTO,dKnwD,76f91841
Thu Jan  1 19:09:23 2026,4068000000,EM_ANDAMENTO,5znGuRrgdq,656b3567
Thu Jan  1 19:09:25 2026,4068500000,EM_ANDAMENTO,InJPDeDYMC,283da538
Thu Jan  1 19:09:27 2026,4069000000,EM_ANDAMENTO,vsLgtZh6bKcD,ec69c83d
Thu Jan  1 19:09:29 2026,4069500000,EM_ANDAMENTO,uuhgDUbw,db12af70
Thu Jan  1 19:09:30 2026,4070000000,EM_ANDAMENTO,sql,af1a27c7
Thu Jan  1 19:09:32 2026,4070500000,EM_ANDAMENTO,z4oO,58e1728f
Thu Jan  1 19:09:34 2026,4071000000,EM_ANDAMENTO,Aa6kggTN,928bda3e
Thu Jan  1 19:09:36 2026,4071500000,EM_ANDAMENTO,IhOCgliK3d,a71445fc
Thu Jan  1 19:09:37 2026,4072000000,EM_ANDAMENTO,3V8OD,2bc6ea1c
Thu Jan  1 19:09:39 2026,4072500000,EM_ANDAMENTO,tvjuWTbdog,6e9425ed
Thu Jan  1 19:09:41 2026,4073000000,EM_ANDAMENTO,LDgDBwBtKA,a8c16108
Thu Jan  1 19:09:42 2026,4073500000,EM_ANDAMENTO,bzId,4ec16752
Thu Jan  1 19:09:44 2026,4074000000,EM_ANDAMENTO,ZvtA,8974ebdf
Thu Jan  1 19:09:46 2026,4074500000,EM_ANDAMENTO,AdNd9BXzp2Si,71fcb69a
Thu Jan  1 19:09:48 2026,4075000000,EM_ANDAMENTO,n1,360194cf
Thu Jan  1 19:09:49 2026,4075500000,EM_ANDAMENTO,0xki4zTQ,f026d5bd
Thu Jan  1 19:09:51 2026,4076000000,EM_ANDAMENTO,R,613edcc8
Thu Jan  1 19:09:53 2026,4076500000,EM_ANDAMENTO,93xMy6jYe0V,083c80fe
Thu Jan  1 19:09:54 2026,4077000000,EM_ANDAMENTO,YYllVnxM,53b07646
Thu Jan  1 19:09:56 2026,4077500000,EM_ANDAMENTO,hHbsP,0e77dc1f
Thu Jan  1 19:09:58 2026,4078000000,EM_ANDAMENTO,gjR3PEkBl,21b7d2ba
Thu Jan  1 19:10:00 2026,4078500000,EM_ANDAMENTO,VT45HdS,89f325e6
Thu Jan  1 19:10:02 2026,4079000000,EM_ANDAMENTO,hTEJNW1qhau,c5c5b650
Thu Jan  1 19:10:03 2026,4079500000,EM_ANDAMENTO,W,c4abaca1
Thu Jan  1 19:10:05 2026,4080000000,EM_ANDAMENTO,TUW,d0baf843
Thu Jan  1 19:10:07 2026,4080500000,EM_ANDAMENTO,YE,37eac3c4
Thu Jan  1 19:10:09 2026,4081000000,EM_ANDAMENTO,A9yVtPPH,00de942a
Thu Jan  1 19:10:10 2026,4081500000,EM_ANDAMENTO,7mEsQ93iVmrt,d6ba3f63
Thu Jan  1 19:10:12 2026,4082000000,EM_ANDAMENTO,LHjIQux,bf277277
Thu Jan  1 19:10:14 2026,4082500000,EM_ANDAMENTO,OV8C4IQs,6c6e1da0
Thu Jan  1 19:10:15 2026,4083000000,EM_ANDAMENTO,auGgPaM,bd170596
Thu Jan  1 19:10:17 2026,4083500000,EM_ANDAMENTO,8kBtz161GTsQ,e31618ce
Thu Jan  1 19:10:19 2026,4084000000,EM_ANDAMENTO,KOv,22e4b49f
Thu Jan  1 19:10:20 2026,4084500000,EM_ANDAMENTO,qGEzj8O0iNm,1ea56da7
Thu Jan  1 19:10:22 2026,4085000000,EM_ANDAMENTO,KCEFYwGVr,ebbba8c1
Thu Jan  1 19:10:24 2026,4085500000,EM_ANDAMENTO,K9EFV3zGF,641d69d3
Thu Jan  1 19:10:26 2026,4086000000,EM_ANDAMENTO,3pZzlUn8Ft,b84f2189
Thu Jan  1 19:10:27 2026,4086500000,EM_ANDAMENTO,lJqwbjPoUv,8034e220
Thu Jan  1 19:10:29 2026,4087000000,EM_ANDAMENTO,UPpSqKsG8Nn8,d2ed88be
Thu Jan  1 19:10:31 2026,4087500000,EM_ANDAMENTO,xsaxM,65df9270
Thu Jan  1 19:10:33 2026,4088000000,EM_ANDAMENTO,kMHwfpN,3592c672
Thu Jan  1 19:10:34 2026,4088500000,EM_ANDAMENTO,SqtaVagBe,69bedf6f
Thu Jan  1 19:10:36 2026,4089000000,EM_ANDAMENTO,yjPpWLQ,bf42f8ae
Thu Jan  1 19:10:38 2026,4089500000,EM_ANDAMENTO,ATwCiCz,867cc950
Thu Jan  1 19:10:39 2026,4090000000,EM_ANDAMENTO,gVbO,e9980082
Thu Jan  1 19:10:41 2026,4090500000,EM_ANDAMENTO,nUQn2QdCD6NI,e12b748d
Thu Jan  1 19:10:43 2026,4091000000,EM_ANDAMENTO,ov5HhjASQST,4b0e0af4
Thu Jan  1 19:10:45 2026,4091500000,EM_ANDAMENTO,s,bc5ac4a3
Thu Jan  1 19:10:46 2026,4092000000,EM_ANDAMENTO,8V5,4bd3f8e3
Thu Jan  1 19:10:48 2026,4092500000,EM_ANDAMENTO,8xQOnNKmJTQ,df4fd296
Thu Jan  1 19:10:50 2026,4093000000,EM_ANDAMENTO,fa4bYj,0eef965d
Thu Jan  1 19:10:51 2026,4093500000,EM_ANDAMENTO,xEM2nYnqLga2,7804d07e
Thu Jan  1 19:10:53 2026,4094000000,EM_ANDAMENTO,oLHva3tX,4b7ef39e
Thu Jan  1 19:10:55 2026,4094500000,EM_ANDAMENTO,ICpzTzgR,70684668
Thu Jan  1 19:10:57 2026,4095000000,EM_ANDAMENTO,Djy5lOQDPg0o,6d77ceba
Thu Jan  1 19:10:59 2026,4095500000,EM_ANDAMENTO,1XunBCD0d,5195324a
Thu Jan  1 19:11:00 2026,4096000000,EM_ANDAMENTO,3Rg8d2ONLs6,049b0e7b
Thu Jan  1 19:11:02 2026,4096500000,EM_ANDAMENTO,4WpqGuc,809f1f14
Thu Jan  1 19:11:04 2026,4097000000,EM_ANDAMENTO,yw,349579c4
Thu Jan  1 19:11:05 2026,4097500000,EM_ANDAMENTO,5q,87a70772
Thu Jan  1 19:11:07 2026,4098000000,EM_ANDAMENTO,3dlCohi,9c0ca01a
Thu Jan  1 19:11:09 2026,4098500000,EM_ANDAMENTO,JOF0Pi,d91220a0
Thu Jan  1 19:11:11 2026,4099000000,EM_ANDAMENTO,Rdv6YZt,3da60c84
Thu Jan  1 19:11:13 2026,4099500000,EM_ANDAMENTO,fB9O4iF6MZW,6a89b6c4
Thu Jan  1 19:11:15 2026,4100000000,EM_ANDAMENTO,TUmKWJ,bf0319c9
Thu Jan  1 19:11:16 2026,4100500000,EM_ANDAMENTO,3pDc86,edd5ccc6
Thu Jan  1 19:11:18 2026,4101000000,EM_ANDAMENTO,ev9DAlEnHIsf,6e4a0485
Thu Jan  1 19:11:20 2026,4101500000,EM_ANDAMENTO,or,67c6e7c0
Thu Jan  1 19:11:22 2026,4102000000,EM_ANDAMENTO,UbqvuLVhs,2ad5fc97
Thu Jan  1 19:11:23 2026,4102500000,EM_ANDAMENTO,1,ebaf5ccd
Thu Jan  1 19:11:25 2026,4103000000,EM_ANDAMENTO,BLK,a3e3f2ee
Thu Jan  1 19:11:27 2026,4103500000,EM_ANDAMENTO,lNjKDcnZcBdr,a7eece5b
Thu Jan  1 19:11:29 2026,4104000000,EM_ANDAMENTO,Tool4JDnY,c6071a05
Thu Jan  1 19:11:30 2026,4104500000,EM_ANDAMENTO,OXUt6f5ncfm,91bd2d15
Thu Jan  1 19:11:32 2026,4105000000,EM_ANDAMENTO,4GXkdi3z,8ca9930b
Thu Jan  1 19:11:34 2026,4105500000,EM_ANDAMENTO,DZ,0703d798
Thu Jan  1 19:11:36 2026,4106000000,EM_ANDAMENTO,Roqa7Z5DJSZ,d8e09f4f
Thu Jan  1 19:11:37 2026,4106500000,EM_ANDAMENTO,u6,def5fe4b
Thu Jan  1 19:11:39 2026,4107000000,EM_ANDAMENTO,hGbRUTKjloE2,f8546612
Thu Jan  1 19:11:41 2026,4107500000,EM_ANDAMENTO,bneZ,2a47f767
Thu Jan  1 19:11:43 2026,4108000000,EM_ANDAMENTO,2jGJ2vyFQ,165bf17a
Thu Jan  1 19:11:45 2026,4108500000,EM_ANDAMENTO,B6,c272c449
Thu Jan  1 19:11:46 2026,4109000000,EM_ANDAMENTO,eRtbvTB,01171d2e
Thu Jan  1 19:11:48 2026,4109500000,EM_ANDAMENTO,aKVm,1b2eb149
Thu Jan  1 19:11:50 2026,4110000000,EM_ANDAMENTO,bYgoO2Lt,d9c05a00
Thu Jan  1 19:11:52 2026,4110500000,EM_ANDAMENTO,c,a5c1009b
Thu Jan  1 19:11:53 2026,4111000000,EM_ANDAMENTO,oWn,a7069be5
Thu Jan  1 19:11:55 2026,4111500000,EM_ANDAMENTO,yCpczKVQgo,57a3a532
Thu Jan  1 19:11:57 2026,4112000000,EM_ANDAMENTO,h7z0TVYsKT,4c5284bf
Thu Jan  1 19:11:58 2026,4112500000,EM_ANDAMENTO,p8,62f60801
Thu Jan  1 19:12:00 2026,4113000000,EM_ANDAMENTO,tZM6uSy66C,458c6de4
Thu Jan  1 19:12:02 2026,4113500000,EM_ANDAMENTO,REmwyLEZw7mx,a17574a2
Thu Jan  1 19:12:04 2026,4114000000,EM_ANDAMENTO,m,c5c95598
Thu Jan  1 19:12:05 2026,4114500000,EM_ANDAMENTO,1y3fnrNLqU,92faf699
Thu Jan  1 19:12:07 2026,4115000000,EM_ANDAMENTO,l3kg2UF,90e88216
Thu Jan  1 19:12:09 2026,4115500000,EM_ANDAMENTO,sbnoRBf4GQBe,e5f530db
Thu Jan  1 19:12:11 2026,4116000000,EM_ANDAMENTO,r5yksaz1Ha5,ca27b40c
Thu Jan  1 19:12:12 2026,4116500000,EM_ANDAMENTO,Kj,842b6867
Thu Jan  1 19:12:14 2026,4117000000,EM_ANDAMENTO,17TEOzsziPY,eb50c384
Thu Jan  1 19:12:16 2026,4117500000,EM_ANDAMENTO,FBi0y7,c4f93c5c
Thu Jan  1 19:12:18 2026,4118000000,EM_ANDAMENTO,fSPdPkj4,b38616ff
Thu Jan  1 19:12:19 2026,4118500000,EM_ANDAMENTO,FUAg,0b7a8cfb
Thu Jan  1 19:12:21 2026,4119000000,EM_ANDAMENTO,4vBh,1c4674db
Thu Jan  1 19:12:23 2026,4119500000,EM_ANDAMENTO,nrIiWzu26,e8cf917b
Thu Jan  1 19:12:24 2026,4120000000,EM_ANDAMENTO,TlFE0RnOm,38c6c65f
Thu Jan  1 19:12:26 2026,4120500000,EM_ANDAMENTO,ByUIGN0,3db7171e
Thu Jan  1 19:12:28 2026,4121000000,EM_ANDAMENTO,QCRnCPuNaZ0,c7a98d0d
Thu Jan  1 19:12:30 2026,4121500000,EM_ANDAMENTO,pzGhW,dd616843
Thu Jan  1 19:12:32 2026,4122000000,EM_ANDAMENTO,ex8zTPrPKLFf,fff16239
Thu Jan  1 19:12:33 2026,4122500000,EM_ANDAMENTO,d0X2cfcRDs,e251ac5b
Thu Jan  1 19:12:35 2026,4123000000,EM_ANDAMENTO,HwXPcsZb,3ca14c90
Thu Jan  1 19:12:37 2026,4123500000,EM_ANDAMENTO,7,f99079a8
Thu Jan  1 19:12:38 2026,4124000000,EM_ANDAMENTO,9,d8ef0690
Thu Jan  1 19:12:40 2026,4124500000,EM_ANDAMENTO,jdpHPBq4kXUH,0e260831
Thu Jan  1 19:12:42 2026,4125000000,EM_ANDAMENTO,NhvQQ3,86981a0a
Thu Jan  1 19:12:44 2026,4125500000,EM_ANDAMENTO,WE8kbNmcvPxv,ba821b8c
Thu Jan  1 19:12:45 2026,4126000000,EM_ANDAMENTO,vSCuuCc,c5e5cb09
Thu Jan  1 19:12:47 2026,4126500000,EM_ANDAMENTO,BEnvjC57,848fe321
Thu Jan  1 19:12:49 2026,4127000000,EM_ANDAMENTO,bmRAtcqP,eefc2fda
Thu Jan  1 19:12:51 2026,4127500000,EM_ANDAMENTO,ZcysjKY5w,ceb3df4d
Thu Jan  1 19:12:52 2026,4128000000,EM_ANDAMENTO,MUhjjay,a30b186d
Thu Jan  1 19:12:54 2026,4128500000,EM_ANDAMENTO,mPNKm8jWbD,72c9be0f
Thu Jan  1 19:12:56 2026,4129000000,EM_ANDAMENTO,2qN6hn,4b216f46
Thu Jan  1 19:12:58 2026,4129500000,EM_ANDAMENTO,pq5iC20Pj7Wx,582c3c0f
Thu Jan  1 19:12:59 2026,4130000000,EM_ANDAMENTO,8zdnng0j1N,476c72dd
Thu Jan  1 19:13:01 2026,4130500000,EM_ANDAMENTO,li90vmTqq,01524755
Thu Jan  1 19:13:03 2026,4131000000,EM_ANDAMENTO,YDmmGf42qLA,7ae86d3f
Thu Jan  1 19:13:04 2026,4131500000,EM_ANDAMENTO,O6Pn,38450bfa
Thu Jan  1 19:13:06 2026,4132000000,EM_ANDAMENTO,ZoPg,105643da
Thu Jan  1 19:13:08 2026,4132500000,EM_ANDAMENTO,VhKaI72mf6a,fcfc960b
Thu Jan  1 19:13:10 2026,4133000000,EM_ANDAMENTO,Qoh7MBULnLi3,a90b905b
Thu Jan  1 19:13:11 2026,4133500000,EM_ANDAMENTO,yMSvN7r,9ce41f5d
Thu Jan  1 19:13:13 2026,4134000000,EM_ANDAMENTO,6TFH,7b461e79
Thu Jan  1 19:13:15 2026,4134500000,EM_ANDAMENTO,oEUxRZD8OgZu,7b597927
Thu Jan  1 19:13:16 2026,4135000000,EM_ANDAMENTO,aTUjxKzi,6f71b299
Thu Jan  1 19:13:18 2026,4135500000,EM_ANDAMENTO,PoHpLidbYVgt,658deb5f
Thu Jan  1 19:13:20 2026,4136000000,EM_ANDAMENTO,bfIU3lW,8680dfb4
Thu Jan  1 19:13:21 2026,4136500000,EM_ANDAMENTO,4Xev8,bbdac2a2
Thu Jan  1 19:13:23 2026,4137000000,EM_ANDAMENTO,Gmo,d4a4fc85
Thu Jan  1 19:13:25 2026,4137500000,EM_ANDAMENTO,Bj,07d6a6ef
Thu Jan  1 19:13:27 2026,4138000000,EM_ANDAMENTO,DXFK9PsVLZu,7ce29cea
Thu Jan  1 19:13:29 2026,4138500000,EM_ANDAMENTO,Zeb9t8us,96174b0a
Thu Jan  1 19:13:30 2026,4139000000,EM_ANDAMENTO,ohBy0mQjTV,3d1f4904
Thu Jan  1 19:13:32 2026,4139500000,EM_ANDAMENTO,wzBT1,62c1b892
Thu Jan  1 19:13:34 2026,4140000000,EM_ANDAMENTO,mvRsUDkt7sIO,6f6bcedd
Thu Jan  1 19:13:35 2026,4140500000,EM_ANDAMENTO,cTYcnfAbLFc,2da01bad
Thu Jan  1 19:13:37 2026,4141000000,EM_ANDAMENTO,aLbMGnXsGIts,e368cc0c
Thu Jan  1 19:13:39 2026,4141500000,EM_ANDAMENTO,f,2c6c3bcd
Thu Jan  1 19:13:41 2026,4142000000,EM_ANDAMENTO,ZeZBhstPlj0L,5da6f9d7
Thu Jan  1 19:13:42 2026,4142500000,EM_ANDAMENTO,4wCyk,9cabec52
